,t,pressure_difference,phi,phi_min,R_tot,Q_tot,Q_norm,pt_averaged,kp_p,kp_n,Ap,Dp,kn_p,kn_n,An,Dn,c,dphidt,dApdt,dDpdt,dAndt,dDndt,dcdt
1243,3.3146666666666667,27.439704,0.9949517583523021,0.8666197292437279,9.213314529639677e-06,2978266.28101376,0.8019872357625764,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999995011648556,1.253372191801392e-13,0.0016358466766940721,3.081998997259481e-05,0.9987846762943351,7.389092787701356e-07,1.1083205169953803,-0.011542054477003525,-1.4966278044264097e-07,7.551701956952308e-14,-0.001634090239143668,1.990766150431127e-06,0.1855196282628757
1244,3.317333333333333,27.426032,0.9949209795403634,0.866348476542376,9.213350154142341e-06,2976770.8315817346,0.8015845412943691,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999995007657548,1.2553859789899127e-13,0.0016363906376481501,3.027602901851658e-05,0.998780318720364,7.442179885046186e-07,1.1088152360040813,-0.01158900000577257,-1.4966145011339217e-07,7.557741368208964e-14,-0.0016346224553192778,1.9985468868610272e-06,0.18568986293471257
1245,3.32,27.41236,0.994890075540348,0.8660772171265985,9.213385929086665e-06,2975275.3451322564,0.8011818368581058,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999995003666576,1.2574013766881018e-13,0.0016369256586663038,2.9741008000362947e-05,0.9987759597271498,7.495474468695814e-07,1.1093104089719072,-0.011636041980113518,-1.4966011979598628e-07,7.563780725701304e-14,-0.0016351457956352488,2.006323716001695e-06,0.18586033732628238
1246,3.3226666666666667,27.398688,0.9948590460950677,0.8658059509883131,9.213421854839e-06,2973779.8216207675,0.8007791224417883,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.999999499967564,1.2594183848816223e-13,0.0016374518723279849,2.921479433868196e-05,0.9987715993383615,7.548976434455859e-07,1.1098060365381106,-0.011683180408510817,-1.4965878949042335e-07,7.569820029429334e-14,-0.001635660391894683,2.0140966477338708e-06,0.18603105187762203
1247,3.325333333333333,27.385016,0.9948278909473117,0.8655346781194517,9.213457931766212e-06,2972284.261002787,0.8003763980334384,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994995684739,1.2614370035561367e-13,0.001637969409583316,2.8697257083350562e-05,0.9987672375773164,7.602685678395429e-07,1.1103021193431175,-0.01173041529945785,-1.4965745919670326e-07,7.575859279393048e-14,-0.0016361663742763463,2.021865692680548e-06,0.18620200702942347
1248,3.328,27.371344,0.9947966098398465,0.8652633985119602,9.213494160235678e-06,2970788.6632339116,0.7999736636210995,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994991693874,1.263457232697308e-13,0.0016384783997642775,2.8188266902389274e-05,0.9987628744669851,7.65660209686691e-07,1.1107986580285294,-0.011777746661457129,-1.4965612891482617e-07,7.581898475592449e-14,-0.0016366638713459615,2.029630862183652e-06,0.18637320322355544
1249,3.3306666666666667,27.357672,0.994765202515416,0.864992112157798,9.213530540615297e-06,2969293.028269813,0.7995709191928346,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994987703044,1.2654790722907994e-13,0.0016389789705960902,2.7687696070576586e-05,0.9987585100299948,7.71072558652514e-07,1.1112956532371256,-0.011825174503020211,-1.4965479864479193e-07,7.587937618027537e-14,-0.0016371530100676962,2.0373921682806535e-06,0.18654464090294143
1250,3.333333333333333,27.344,0.9947336687167413,0.8647208190489387,9.21356707327348e-06,2967797.35606624,0.7991681647367279,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994983712249,1.2675025223222734e-13,0.0016394712482087903,2.7195418457876544e-05,0.9987541442886346,7.765056044345958e-07,1.111793105612867,-0.011872698832667748,-1.4965346838660063e-07,7.593976706698311e-14,-0.00163763391581583,2.0451496236814946e-06,0.18671632051173725
1251,3.336,27.330328,0.9947020081865209,0.8644495191773697,9.213603758579163e-06,2966301.6465790183,0.7987654002408843,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.999999497972149,1.269527582777393e-13,0.0016399553571489769,2.671130951769e-05,0.9987497772648591,7.819593367644131e-07,1.1122910158008983,-0.011920319658929332,-1.4965213814025224e-07,7.600015741604772e-14,-0.0016381067123865944,2.052903241746114e-06,0.186888242494887
1252,3.3386666666666667,27.316656000000002,0.9946702206674304,0.8641782125350916,9.213640596901803e-06,2964805.899764047,0.798362625693428,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994975730767,1.2715542536418209e-13,0.0016404314203917255,2.6235246274941282e-05,0.9987454089802927,7.874337454090695e-07,1.1127893844475514,-0.011968036990343689,-1.4965080790574677e-07,7.60605472274692e-14,-0.001638571522010172,2.0606530364627946e-06,0.1870604072985338
1253,3.341333333333333,27.302984000000002,0.9946383059021228,0.8639068991141192,9.213677588611386e-06,2963310.115577302,0.7979598410825044,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994971740079,1.27358253490122e-13,0.0016408995593526576,2.5767107314009034e-05,0.998741039456234,7.929288201729703e-07,1.1132882122003476,-0.012015850835458424,-1.4964947768308422e-07,7.612093650124755e-14,-0.0016390284653628445,2.068399022425508e-06,0.18723281536984215
1254,3.344,27.289312000000002,0.9946062636332282,0.8636355789064807,9.213714734078422e-06,2961814.2939748336,0.7975570463962787,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994967749427,1.2756124265412534e-13,0.0016413598939001533,2.5306772766513406e-05,0.9987366687136597,7.984445508994383e-07,1.1137874997080004,-0.012063761202830257,-1.4964814747226456e-07,7.618132523738275e-14,-0.0016394776615792828,2.076141214814126e-06,0.18740546715706463
1255,3.3466666666666667,27.275640000000003,0.994574093603354,0.863364251904218,9.21375203367395e-06,2960318.4349127677,0.7971542416229365,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.999999496375881,1.2776439285475835e-13,0.0016418125423677005,2.48541242989662e-05,0.9987322967732288,8.03980927472276e-07,1.1142872476204193,-0.01211176810102481,-1.4964681727322616e-07,7.624171343867493e-14,-0.0016399192282649637,2.0838796293723665e-06,0.18757836310949738
1256,3.349333333333333,27.261968000000003,0.9945417955550846,0.863092918099386,9.213789487769552e-06,2958822.538347303,0.7967514267506829,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994959768228,1.2796770409059482e-13,0.0016422576215663677,2.440904510029901e-05,0.9987279236552868,8.09537939817269e-07,1.1147874565887113,-0.012159871538616716,-1.496454870857223e-07,7.630210111632446e-14,-0.0016403532815087122,2.0916142823878627e-06,0.1877515036776356
1257,3.352,27.248296000000003,0.9945093692309817,0.8628215774840536,9.213827096737331e-06,2957326.604234714,0.7963486017677435,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994955777681,1.2817117636023836e-13,0.001642695246797396,2.3971419869270965e-05,0.9987235493798695,8.151155779036366e-07,1.115288127265185,-0.01220807152418952,-1.4964415691006133e-07,7.636248825633087e-14,-0.00164077993589535,2.099345190672582e-06,0.18792488931290707
1258,3.3546666666666667,27.234624000000004,0.9944768143735838,0.8625502300503028,9.213864860949936e-06,2955830.632531347,0.7959457666623634,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.999999495178717,1.2837480966225524e-13,0.0016431255318648935,2.3541134801773334e-05,0.9987191739667072,8.207138317454301e-07,1.1157892603033526,-0.01225636806633571,-1.4964282674624324e-07,7.642287485869413e-14,-0.0016411993045184498,2.1070723715424644e-06,0.1880985204677832
1259,3.357333333333333,27.220952000000004,0.9944441307254069,0.8622788757902291,9.213902780780551e-06,2954334.623193625,0.7955429214228079,44.113829801035656,1.5132622900815295e-07,0.003333182007104325,0.9999994947796694,1.2857860399521177e-13,0.001643548589088633,2.3118077578033747e-05,0.9987147974352285,8.263326914028766e-07,1.1162908563579332,-0.01230476117365673,-1.4964149659426813e-07,7.648326092341427e-14,-0.0016416114989931836,2.114795842798681e-06,0.1882723975960121
